,PRIMARIO,FUERA DE SERVICIO,REPOSICION,TIPO DE EVENTO,ESTADO DEL CLIMA,OBSERVACION,BARRIO,DURACION,DURACION SEGS
0,LAM22,9/11/2020 02:28,9/11/2020 03:42,Accidental,Adverso,Condiciones climáticas adversas.,Hipódromo,0 days 01:14:00,4440
1,LAM22,9/11/2020 02:28,9/11/2020 03:42,Accidental,Adverso,Condiciones climáticas adversas.,Terminal,0 days 01:14:00,4440
0,LAM22,14/11/2020 21:07,14/11/2020 21:20,Producción,Adverso,Fuera de Servicio TR-01 y TR-02. ES-LAM. Afectó aSE-REP.,Hipódromo,0 days 00:13:00,780
1,LAM22,14/11/2020 21:07,14/11/2020 21:20,Producción,Adverso,Fuera de Servicio TR-01 y TR-02. ES-LAM. Afectó aSE-REP.,Terminal,0 days 00:13:00,780
0,LAM22,26/11/2020 07:56,26/11/2020 11:49,Accidental,Adverso,Condiciones Climáticas Adversas.,Hipódromo,0 days 03:53:00,13980
1,LAM22,26/11/2020 07:56,26/11/2020 11:49,Accidental,Adverso,Condiciones Climáticas Adversas.,Terminal,0 days 03:53:00,13980
0,LAM23,9/11/2020 03:00,9/11/2020 03:18,Accidental,Normal,No establecido,Mburicao,0 days 00:18:00,1080
0,LAM23,14/11/2020 20:48,14/11/2020 23:47,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburicao,0 days 02:59:00,10740
0,LAM23,26/11/2020 07:56,26/11/2020 11:49,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburicao,0 days 03:53:00,13980
0,LAM23,26/11/2020 15:55,26/11/2020 15:58,Accidental,Adverso,Al efectuar maniobras.,Mburicao,0 days 00:03:00,180
0,LAM28,14/11/2020 21:07,14/11/2020 21:20,Producción,Adverso,Fuera de Servicio TR-01 y TR-02. ES-LAM. Afectó aSE-REP.,Vista Alegre,0 days 00:13:00,780
1,LAM28,14/11/2020 21:07,14/11/2020 21:20,Producción,Adverso,Fuera de Servicio TR-01 y TR-02. ES-LAM. Afectó aSE-REP.,Nazareth,0 days 00:13:00,780
0,LAM28,14/11/2020 21:30,15/11/2020 04:07,Accidental,Adverso,Condiciones Climaticas Adversas En Servicio Parcial.14:22 hs En Servicio Total,Vista Alegre,0 days 06:37:00,23820
1,LAM28,14/11/2020 21:30,15/11/2020 04:07,Accidental,Adverso,Condiciones Climaticas Adversas En Servicio Parcial.14:22 hs En Servicio Total,Nazareth,0 days 06:37:00,23820
0,LAM3,9/11/2020 14:02,9/11/2020 14:46,Accidental,Normal,Seccionador fusible averiado. En Avda. Del Pueblo yCacique Lambaré.,Vista Alegre,0 days 00:44:00,2640
0,LAM3,14/11/2020 21:07,14/11/2020 21:20,Producción,Adverso,Fuera de Servicio TR-01 y TR-02. ES-LAM. Afectó aSE-REP.,Vista Alegre,0 days 00:13:00,780
0,LAM30,14/11/2020 21:07,14/11/2020 21:20,Producción,Adverso,Fuera de Servicio TR-01 y TR-02. ES-LAM. Afectó aSE-REP.,Itá Enramada,0 days 00:13:00,780
0,LAM5,14/11/2020 20:46,14/11/2020 23:45,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Librada,0 days 02:59:00,10740
1,LAM5,14/11/2020 20:46,14/11/2020 23:45,Accidental,Adverso,Condiciones Climáticas Adversas.,Itá Enramada,0 days 02:59:00,10740
2,LAM5,14/11/2020 20:46,14/11/2020 23:45,Accidental,Adverso,Condiciones Climáticas Adversas.,Pirizal,0 days 02:59:00,10740
0,LAM5,26/11/2020 06:25,26/11/2020 07:14,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Librada,0 days 00:49:00,2940
1,LAM5,26/11/2020 06:25,26/11/2020 07:14,Accidental,Adverso,Condiciones Climáticas Adversas.,Itá Enramada,0 days 00:49:00,2940
2,LAM5,26/11/2020 06:25,26/11/2020 07:14,Accidental,Adverso,Condiciones Climáticas Adversas.,Pirizal,0 days 00:49:00,2940
0,LAM5,26/11/2020 08:13,26/11/2020 15:26,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Librada,0 days 07:13:00,25980
1,LAM5,26/11/2020 08:13,26/11/2020 15:26,Accidental,Adverso,Condiciones Climáticas Adversas.,Itá Enramada,0 days 07:13:00,25980
2,LAM5,26/11/2020 08:13,26/11/2020 15:26,Accidental,Adverso,Condiciones Climáticas Adversas.,Pirizal,0 days 07:13:00,25980
0,LAM5,30/11/2020 02:01,30/11/2020 02:58,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Librada,0 days 00:57:00,3420
1,LAM5,30/11/2020 02:01,30/11/2020 02:58,Accidental,Adverso,Condiciones Climáticas Adversas.,Itá Enramada,0 days 00:57:00,3420
2,LAM5,30/11/2020 02:01,30/11/2020 02:58,Accidental,Adverso,Condiciones Climáticas Adversas.,Pirizal,0 days 00:57:00,3420
0,LAM7,14/11/2020 20:46,14/11/2020 23:47,Accidental,Adverso,Condiciones Climáticas Adversas.,Vista Alegre,0 days 03:01:00,10860
1,LAM7,14/11/2020 20:46,14/11/2020 23:47,Accidental,Adverso,Condiciones Climáticas Adversas.,Pinoza,0 days 03:01:00,10860
0,LAM7,18/11/2020 03:07,18/11/2020 03:21,Accidental,Normal,No establecido.,Vista Alegre,0 days 00:14:00,840
1,LAM7,18/11/2020 03:07,18/11/2020 03:21,Accidental,Normal,No establecido.,Pinoza,0 days 00:14:00,840
0,LAM7,25/11/2020 20:30,25/11/2020 21:00,Accidental,Normal,No establecido.,Vista Alegre,0 days 00:30:00,1800
1,LAM7,25/11/2020 20:30,25/11/2020 21:00,Accidental,Normal,No establecido.,Pinoza,0 days 00:30:00,1800
0,LAM7,26/11/2020 06:25,26/11/2020 07:14,Accidental,Adverso,Condiciones Climáticas Adversas.,Vista Alegre,0 days 00:49:00,2940
1,LAM7,26/11/2020 06:25,26/11/2020 07:14,Accidental,Adverso,Condiciones Climáticas Adversas.,Pinoza,0 days 00:49:00,2940
0,LAM7,26/11/2020 07:15,26/11/2020 10:12,Accidental,Adverso,Condiciones Climáticas Adversas.,Vista Alegre,0 days 02:57:00,10620
1,LAM7,26/11/2020 07:15,26/11/2020 10:12,Accidental,Adverso,Condiciones Climáticas Adversas.,Pinoza,0 days 02:57:00,10620
0,LAM7,26/11/2020 10:21,26/11/2020 12:05,Accidental,Adverso,Condiciones Climáticas Adversas.,Vista Alegre,0 days 01:44:00,6240
1,LAM7,26/11/2020 10:21,26/11/2020 12:05,Accidental,Adverso,Condiciones Climáticas Adversas.,Pinoza,0 days 01:44:00,6240
0,LAM7,26/11/2020 12:10,26/11/2020 15:55,Accidental,Adverso,"1- Ramas sobre línea MT, SFT averiado y puente MTsuelto.  2- Ramas sobre línea MT y línea MT en CC.Marquio y Tte. Acosta.",Vista Alegre,0 days 03:45:00,13500
1,LAM7,26/11/2020 12:10,26/11/2020 15:55,Accidental,Adverso,"1- Ramas sobre línea MT, SFT averiado y puente MTsuelto.  2- Ramas sobre línea MT y línea MT en CC.Marquio y Tte. Acosta.",Pinoza,0 days 03:45:00,13500
0,LAM7,30/11/2020 02:26,30/11/2020 03:12,Accidental,Normal,No establecido.,Vista Alegre,0 days 00:46:00,2760
1,LAM7,30/11/2020 02:26,30/11/2020 03:12,Accidental,Normal,No establecido.,Pinoza,0 days 00:46:00,2760
0,MBU1,8/11/2020 00:32,8/11/2020 00:34,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobreBPA12.,Las Carmelitas,0 days 00:02:00,120
1,MBU1,8/11/2020 00:32,8/11/2020 00:34,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobreBPA12.,Madame Lynch,0 days 00:02:00,120
2,MBU1,8/11/2020 00:32,8/11/2020 00:34,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobreBPA12.,Manorá,0 days 00:02:00,120
0,MBU1,14/11/2020 21:29,15/11/2020 08:50,Accidental,Adverso,"Fusible de línea aérea operado. F1, F2 y F3. Tte NeyAcevedo En Servicio Parcial.",Las Carmelitas,0 days 11:21:00,40860
1,MBU1,14/11/2020 21:29,15/11/2020 08:50,Accidental,Adverso,"Fusible de línea aérea operado. F1, F2 y F3. Tte NeyAcevedo En Servicio Parcial.",Madame Lynch,0 days 11:21:00,40860
2,MBU1,14/11/2020 21:29,15/11/2020 08:50,Accidental,Adverso,"Fusible de línea aérea operado. F1, F2 y F3. Tte NeyAcevedo En Servicio Parcial.",Manorá,0 days 11:21:00,40860
0,MBU13,8/11/2020 00:01,8/11/2020 00:05,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobreBCP2.,Bella Vista,0 days 00:04:00,240
1,MBU13,8/11/2020 00:01,8/11/2020 00:05,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobreBCP2.,Virgen de la Asunción,0 days 00:04:00,240
2,MBU13,8/11/2020 00:01,8/11/2020 00:05,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobreBCP2.,Cañada Ybyray,0 days 00:04:00,240
3,MBU13,8/11/2020 00:01,8/11/2020 00:05,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobreBCP2.,Las Carmelitas,0 days 00:04:00,240
0,MBU13,14/11/2020 21:33,14/11/2020 22:49,Accidental,Adverso,Condiciones Climaticas Adversas,Bella Vista,0 days 01:16:00,4560
1,MBU13,14/11/2020 21:33,14/11/2020 22:49,Accidental,Adverso,Condiciones Climaticas Adversas,Virgen de la Asunción,0 days 01:16:00,4560
2,MBU13,14/11/2020 21:33,14/11/2020 22:49,Accidental,Adverso,Condiciones Climaticas Adversas,Cañada Ybyray,0 days 01:16:00,4560
3,MBU13,14/11/2020 21:33,14/11/2020 22:49,Accidental,Adverso,Condiciones Climaticas Adversas,Las Carmelitas,0 days 01:16:00,4560
0,MBU13,25/11/2020 13:20,25/11/2020 15:20,Accidental,Normal,No establecido.,Bella Vista,0 days 02:00:00,7200
1,MBU13,25/11/2020 13:20,25/11/2020 15:20,Accidental,Normal,No establecido.,Virgen de la Asunción,0 days 02:00:00,7200
2,MBU13,25/11/2020 13:20,25/11/2020 15:20,Accidental,Normal,No establecido.,Cañada Ybyray,0 days 02:00:00,7200
3,MBU13,25/11/2020 13:20,25/11/2020 15:20,Accidental,Normal,No establecido.,Las Carmelitas,0 days 02:00:00,7200
0,MBU2,8/11/2020 00:27,8/11/2020 00:30,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobreBCP3.,Madame Lynch,0 days 00:03:00,180
1,MBU2,8/11/2020 00:27,8/11/2020 00:30,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobreBCP3.,Mburucuyá,0 days 00:03:00,180
0,MBU2,14/11/2020 21:30,15/11/2020 08:45,Accidental,Adverso,Condiciones Climáticas Adversas. En ServicioParcial.,Madame Lynch,0 days 11:15:00,40500
1,MBU2,14/11/2020 21:30,15/11/2020 08:45,Accidental,Adverso,Condiciones Climáticas Adversas. En ServicioParcial.,Mburucuyá,0 days 11:15:00,40500
0,MBU2,18/11/2020 02:30,18/11/2020 04:30,Accidental,Normal,No establecido.,Madame Lynch,0 days 02:00:00,7200
1,MBU2,18/11/2020 02:30,18/11/2020 04:30,Accidental,Normal,No establecido.,Mburucuyá,0 days 02:00:00,7200
0,MBU2,25/11/2020 05:42,25/11/2020 07:03,Accidental,Normal,Ramas sobre línea MT. Cordillera del Aguararagué yProf. González,Madame Lynch,0 days 01:21:00,4860
1,MBU2,25/11/2020 05:42,25/11/2020 07:03,Accidental,Normal,Ramas sobre línea MT. Cordillera del Aguararagué yProf. González,Mburucuyá,0 days 01:21:00,4860
0,MBU2,26/11/2020 08:46,26/11/2020 12:39,Accidental,Adverso,Condiciones Climáticas Adversas.,Madame Lynch,0 days 03:53:00,13980
1,MBU2,26/11/2020 08:46,26/11/2020 12:39,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburucuyá,0 days 03:53:00,13980
0,MBU2,30/11/2020 02:51,30/11/2020 04:51,Accidental,Normal,No establecido.,Madame Lynch,0 days 02:00:00,7200
1,MBU2,30/11/2020 02:51,30/11/2020 04:51,Accidental,Normal,No establecido.,Mburucuyá,0 days 02:00:00,7200
0,MBU3,8/11/2020 00:20,8/11/2020 00:21,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobreBCP3.,Las Carmelitas,0 days 00:01:00,60
1,MBU3,8/11/2020 00:20,8/11/2020 00:21,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobreBCP3.,Madame Lynch,0 days 00:01:00,60
2,MBU3,8/11/2020 00:20,8/11/2020 00:21,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobreBCP3.,Mburucuyá,0 days 00:01:00,60
0,MBU4,3/11/2020 07:23,3/11/2020 07:52,Accidental,Normal,No establecido.,Mbocayaty,0 days 00:29:00,1740
1,MBU4,3/11/2020 07:23,3/11/2020 07:52,Accidental,Normal,No establecido.,Loma Pyta,0 days 00:29:00,1740
2,MBU4,3/11/2020 07:23,3/11/2020 07:52,Accidental,Normal,No establecido.,Ñu Guasu,0 days 00:29:00,1740
3,MBU4,3/11/2020 07:23,3/11/2020 07:52,Accidental,Normal,No establecido.,Mburucuyá,0 days 00:29:00,1740
0,MBU4,7/11/2020 06:10,07/11/2020 08:10,Accidental,Normal,No establecido.,Mbocayaty,0 days 02:00:00,7200
1,MBU4,7/11/2020 06:10,07/11/2020 08:10,Accidental,Normal,No establecido.,Loma Pyta,0 days 02:00:00,7200
2,MBU4,7/11/2020 06:10,07/11/2020 08:10,Accidental,Normal,No establecido.,Ñu Guasu,0 days 02:00:00,7200
3,MBU4,7/11/2020 06:10,07/11/2020 08:10,Accidental,Normal,No establecido.,Mburucuyá,0 days 02:00:00,7200
0,MBU4,8/11/2020 00:58,8/11/2020 01:04,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobrePBO17.,Mbocayaty,0 days 00:06:00,360
1,MBU4,8/11/2020 00:58,8/11/2020 01:04,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobrePBO17.,Loma Pyta,0 days 00:06:00,360
2,MBU4,8/11/2020 00:58,8/11/2020 01:04,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobrePBO17.,Ñu Guasu,0 days 00:06:00,360
3,MBU4,8/11/2020 00:58,8/11/2020 01:04,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobrePBO17.,Mburucuyá,0 days 00:06:00,360
0,MBU4,9/11/2020 05:23,9/11/2020 07:37,Accidental,Normal,Puente MT suelto. Pino Gonzalez y La Piedad.,Mbocayaty,0 days 02:14:00,8040
1,MBU4,9/11/2020 05:23,9/11/2020 07:37,Accidental,Normal,Puente MT suelto. Pino Gonzalez y La Piedad.,Loma Pyta,0 days 02:14:00,8040
2,MBU4,9/11/2020 05:23,9/11/2020 07:37,Accidental,Normal,Puente MT suelto. Pino Gonzalez y La Piedad.,Ñu Guasu,0 days 02:14:00,8040
3,MBU4,9/11/2020 05:23,9/11/2020 07:37,Accidental,Normal,Puente MT suelto. Pino Gonzalez y La Piedad.,Mburucuyá,0 days 02:14:00,8040
0,MBU4,14/11/2020 20:57,15/11/2020 22:01,Accidental,Adverso,Condiciones Climáticas Adversas.,Mbocayaty,1 days 01:04:00,3840
1,MBU4,14/11/2020 20:57,15/11/2020 22:01,Accidental,Adverso,Condiciones Climáticas Adversas.,Loma Pyta,1 days 01:04:00,3840
2,MBU4,14/11/2020 20:57,15/11/2020 22:01,Accidental,Adverso,Condiciones Climáticas Adversas.,Ñu Guasu,1 days 01:04:00,3840
3,MBU4,14/11/2020 20:57,15/11/2020 22:01,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburucuyá,1 days 01:04:00,3840
0,MBU4,16/11/2020 08:10,16/11/2020 10:10,Accidental,Normal,No establecido.,Mbocayaty,0 days 02:00:00,7200
1,MBU4,16/11/2020 08:10,16/11/2020 10:10,Accidental,Normal,No establecido.,Loma Pyta,0 days 02:00:00,7200
2,MBU4,16/11/2020 08:10,16/11/2020 10:10,Accidental,Normal,No establecido.,Ñu Guasu,0 days 02:00:00,7200
3,MBU4,16/11/2020 08:10,16/11/2020 10:10,Accidental,Normal,No establecido.,Mburucuyá,0 days 02:00:00,7200
0,MBU4,16/11/2020 10:00,16/11/2020 11:31,Accidental,Normal,No establecido.,Mbocayaty,0 days 01:31:00,5460
1,MBU4,16/11/2020 10:00,16/11/2020 11:31,Accidental,Normal,No establecido.,Loma Pyta,0 days 01:31:00,5460
2,MBU4,16/11/2020 10:00,16/11/2020 11:31,Accidental,Normal,No establecido.,Ñu Guasu,0 days 01:31:00,5460
3,MBU4,16/11/2020 10:00,16/11/2020 11:31,Accidental,Normal,No establecido.,Mburucuyá,0 days 01:31:00,5460
0,MBU4,16/11/2020 16:08,16/11/2020 18:07,Accidental,Normal,Cruceta MT rota. Pino González y Tte. Escobar.,Mbocayaty,0 days 01:59:00,7140
1,MBU4,16/11/2020 16:08,16/11/2020 18:07,Accidental,Normal,Cruceta MT rota. Pino González y Tte. Escobar.,Loma Pyta,0 days 01:59:00,7140
2,MBU4,16/11/2020 16:08,16/11/2020 18:07,Accidental,Normal,Cruceta MT rota. Pino González y Tte. Escobar.,Ñu Guasu,0 days 01:59:00,7140
3,MBU4,16/11/2020 16:08,16/11/2020 18:07,Accidental,Normal,Cruceta MT rota. Pino González y Tte. Escobar.,Mburucuyá,0 days 01:59:00,7140
0,MBU4,18/11/2020 13:30,18/11/2020 15:30,Accidental,Normal,No establecido.,Mbocayaty,0 days 02:00:00,7200
1,MBU4,18/11/2020 13:30,18/11/2020 15:30,Accidental,Normal,No establecido.,Loma Pyta,0 days 02:00:00,7200
2,MBU4,18/11/2020 13:30,18/11/2020 15:30,Accidental,Normal,No establecido.,Ñu Guasu,0 days 02:00:00,7200
3,MBU4,18/11/2020 13:30,18/11/2020 15:30,Accidental,Normal,No establecido.,Mburucuyá,0 days 02:00:00,7200
0,MBU4,19/11/2020 16:09,19/11/2020 16:26,Accidental,Normal,No establecido.,Mbocayaty,0 days 00:17:00,1020
1,MBU4,19/11/2020 16:09,19/11/2020 16:26,Accidental,Normal,No establecido.,Loma Pyta,0 days 00:17:00,1020
2,MBU4,19/11/2020 16:09,19/11/2020 16:26,Accidental,Normal,No establecido.,Ñu Guasu,0 days 00:17:00,1020
3,MBU4,19/11/2020 16:09,19/11/2020 16:26,Accidental,Normal,No establecido.,Mburucuyá,0 days 00:17:00,1020
0,MBU4,23/11/2020 13:15,23/11/2020 15:15,Accidental,Normal,No establecido.,Mbocayaty,0 days 02:00:00,7200
1,MBU4,23/11/2020 13:15,23/11/2020 15:15,Accidental,Normal,No establecido.,Loma Pyta,0 days 02:00:00,7200
2,MBU4,23/11/2020 13:15,23/11/2020 15:15,Accidental,Normal,No establecido.,Ñu Guasu,0 days 02:00:00,7200
3,MBU4,23/11/2020 13:15,23/11/2020 15:15,Accidental,Normal,No establecido.,Mburucuyá,0 days 02:00:00,7200
0,MBU4,23/11/2020 15:25,23/11/2020 17:25,Accidental,Normal,No establecido.,Mbocayaty,0 days 02:00:00,7200
1,MBU4,23/11/2020 15:25,23/11/2020 17:25,Accidental,Normal,No establecido.,Loma Pyta,0 days 02:00:00,7200
2,MBU4,23/11/2020 15:25,23/11/2020 17:25,Accidental,Normal,No establecido.,Ñu Guasu,0 days 02:00:00,7200
3,MBU4,23/11/2020 15:25,23/11/2020 17:25,Accidental,Normal,No establecido.,Mburucuyá,0 days 02:00:00,7200
0,MBU4,24/11/2020 07:45,24/11/2020 08:08,Accidental,Normal,No establecido.,Mbocayaty,0 days 00:23:00,1380
1,MBU4,24/11/2020 07:45,24/11/2020 08:08,Accidental,Normal,No establecido.,Loma Pyta,0 days 00:23:00,1380
2,MBU4,24/11/2020 07:45,24/11/2020 08:08,Accidental,Normal,No establecido.,Ñu Guasu,0 days 00:23:00,1380
3,MBU4,24/11/2020 07:45,24/11/2020 08:08,Accidental,Normal,No establecido.,Mburucuyá,0 days 00:23:00,1380
0,MBU4,24/11/2020 08:22,24/11/2020 08:47,Accidental,Normal,No establecido.,Mbocayaty,0 days 00:25:00,1500
1,MBU4,24/11/2020 08:22,24/11/2020 08:47,Accidental,Normal,No establecido.,Loma Pyta,0 days 00:25:00,1500
2,MBU4,24/11/2020 08:22,24/11/2020 08:47,Accidental,Normal,No establecido.,Ñu Guasu,0 days 00:25:00,1500
3,MBU4,24/11/2020 08:22,24/11/2020 08:47,Accidental,Normal,No establecido.,Mburucuyá,0 days 00:25:00,1500
0,MBU4,24/11/2020 08:49,24/11/2020 09:20,Accidental,Normal,Línea MT en contacto con AP. Frente al Aeropuerto.,Mbocayaty,0 days 00:31:00,1860
1,MBU4,24/11/2020 08:49,24/11/2020 09:20,Accidental,Normal,Línea MT en contacto con AP. Frente al Aeropuerto.,Loma Pyta,0 days 00:31:00,1860
2,MBU4,24/11/2020 08:49,24/11/2020 09:20,Accidental,Normal,Línea MT en contacto con AP. Frente al Aeropuerto.,Ñu Guasu,0 days 00:31:00,1860
3,MBU4,24/11/2020 08:49,24/11/2020 09:20,Accidental,Normal,Línea MT en contacto con AP. Frente al Aeropuerto.,Mburucuyá,0 days 00:31:00,1860
0,MBU4,26/11/2020 18:00,26/11/2020 18:05,Accidental,Adverso,Abierto interruptor para efectuar reparación de SFTaveriado. Acometida Hospital San Jorge.,Mbocayaty,0 days 00:05:00,300
1,MBU4,26/11/2020 18:00,26/11/2020 18:05,Accidental,Adverso,Abierto interruptor para efectuar reparación de SFTaveriado. Acometida Hospital San Jorge.,Loma Pyta,0 days 00:05:00,300
2,MBU4,26/11/2020 18:00,26/11/2020 18:05,Accidental,Adverso,Abierto interruptor para efectuar reparación de SFTaveriado. Acometida Hospital San Jorge.,Ñu Guasu,0 days 00:05:00,300
3,MBU4,26/11/2020 18:00,26/11/2020 18:05,Accidental,Adverso,Abierto interruptor para efectuar reparación de SFTaveriado. Acometida Hospital San Jorge.,Mburucuyá,0 days 00:05:00,300
0,MBU4,29/11/2020 10:35,29/11/2020 10:53,Accidental,Normal,No establecido.,Mbocayaty,0 days 00:18:00,1080
1,MBU4,29/11/2020 10:35,29/11/2020 10:53,Accidental,Normal,No establecido.,Loma Pyta,0 days 00:18:00,1080
2,MBU4,29/11/2020 10:35,29/11/2020 10:53,Accidental,Normal,No establecido.,Ñu Guasu,0 days 00:18:00,1080
3,MBU4,29/11/2020 10:35,29/11/2020 10:53,Accidental,Normal,No establecido.,Mburucuyá,0 days 00:18:00,1080
0,MBU5,8/11/2020 00:52,8/11/2020 00:57,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobrePBO3.,Santísima Trinidad,0 days 00:05:00,300
1,MBU5,8/11/2020 00:52,8/11/2020 00:57,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobrePBO3.,Madame Lynch,0 days 00:05:00,300
2,MBU5,8/11/2020 00:52,8/11/2020 00:57,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobrePBO3.,Mbocayaty,0 days 00:05:00,300
3,MBU5,8/11/2020 00:52,8/11/2020 00:57,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobrePBO3.,Ñu Guasu,0 days 00:05:00,300
4,MBU5,8/11/2020 00:52,8/11/2020 00:57,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobrePBO3.,Salvador del Mundo,0 days 00:05:00,300
5,MBU5,8/11/2020 00:52,8/11/2020 00:57,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobrePBO3.,Mburucuyá,0 days 00:05:00,300
0,MBU5,16/11/2020 23:18,17/11/2020 01:18,Accidental,Normal,Ramas sobre línea MT.,Santísima Trinidad,0 days 02:00:00,7200
1,MBU5,16/11/2020 23:18,17/11/2020 01:18,Accidental,Normal,Ramas sobre línea MT.,Madame Lynch,0 days 02:00:00,7200
2,MBU5,16/11/2020 23:18,17/11/2020 01:18,Accidental,Normal,Ramas sobre línea MT.,Mbocayaty,0 days 02:00:00,7200
3,MBU5,16/11/2020 23:18,17/11/2020 01:18,Accidental,Normal,Ramas sobre línea MT.,Ñu Guasu,0 days 02:00:00,7200
4,MBU5,16/11/2020 23:18,17/11/2020 01:18,Accidental,Normal,Ramas sobre línea MT.,Salvador del Mundo,0 days 02:00:00,7200
5,MBU5,16/11/2020 23:18,17/11/2020 01:18,Accidental,Normal,Ramas sobre línea MT.,Mburucuyá,0 days 02:00:00,7200
0,MBU7,8/11/2020 01:06,8/11/2020 01:13,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobrePBO6.,Virgen de la Asunción,0 days 00:07:00,420
1,MBU7,8/11/2020 01:06,8/11/2020 01:13,Programado,Normal,MEMO DD/CC1/299/2020. Transferencia sobrePBO6.,Cañada Ybyray,0 days 00:07:00,420
0,MBU7,14/11/2020 21:28,14/11/2020 22:49,Accidental,Adverso,Condiciones Climaticas Adversas,Virgen de la Asunción,0 days 01:21:00,4860
1,MBU7,14/11/2020 21:28,14/11/2020 22:49,Accidental,Adverso,Condiciones Climaticas Adversas,Cañada Ybyray,0 days 01:21:00,4860
0,MBU7,15/11/2020 20:35,15/11/2020 20:56,Accidental,Normal,Puente MT suelto. Yegros y Félix Gonzalez. EnServicio Parcial. 21:20 horas En servicio Total.,Virgen de la Asunción,0 days 00:21:00,1260
1,MBU7,15/11/2020 20:35,15/11/2020 20:56,Accidental,Normal,Puente MT suelto. Yegros y Félix Gonzalez. EnServicio Parcial. 21:20 horas En servicio Total.,Cañada Ybyray,0 days 00:21:00,1260
0,MBU7,16/11/2020 10:10,16/11/2020 11:39,Accidental,Normal,Ramas sobre línea MT y sostén averiado.Seccionador N° 51329,Virgen de la Asunción,0 days 01:29:00,5340
1,MBU7,16/11/2020 10:10,16/11/2020 11:39,Accidental,Normal,Ramas sobre línea MT y sostén averiado.Seccionador N° 51329,Cañada Ybyray,0 days 01:29:00,5340
0,MBU7,16/11/2020 12:23,16/11/2020 12:26,Accidental,Normal,Al efectuar maniobras.,Virgen de la Asunción,0 days 00:03:00,180
1,MBU7,16/11/2020 12:23,16/11/2020 12:26,Accidental,Normal,Al efectuar maniobras.,Cañada Ybyray,0 days 00:03:00,180
0,MBU7,17/11/2020 10:25,17/11/2020 10:49,Accidental,Normal,"Abierto Interruptor, para efectuar reparación dePuente MT Suelto. Suarez y Belloso.",Virgen de la Asunción,0 days 00:24:00,1440
1,MBU7,17/11/2020 10:25,17/11/2020 10:49,Accidental,Normal,"Abierto Interruptor, para efectuar reparación dePuente MT Suelto. Suarez y Belloso.",Cañada Ybyray,0 days 00:24:00,1440
0,MBU7,18/11/2020 15:57,18/11/2020 15:59,Programado,Normal,Abierto interruptor para efectuar maniobras.,Virgen de la Asunción,0 days 00:02:00,120
1,MBU7,18/11/2020 15:57,18/11/2020 15:59,Programado,Normal,Abierto interruptor para efectuar maniobras.,Cañada Ybyray,0 days 00:02:00,120
0,MBU7,29/11/2020 23:18,29/11/2020 23:52,Accidental,Normal,"Línea MT suelta, puente MT suelto y SFT averiado.Pellegrini y TTe. Quiñonez.",Virgen de la Asunción,0 days 00:34:00,2040
1,MBU7,29/11/2020 23:18,29/11/2020 23:52,Accidental,Normal,"Línea MT suelta, puente MT suelto y SFT averiado.Pellegrini y TTe. Quiñonez.",Cañada Ybyray,0 days 00:34:00,2040
0,MRA1,14/11/2020 20:57,15/11/2020 05:17,Accidental,Adverso,Condiciones Climaticas Adversas,Loma Pyta,0 days 08:20:00,30000
1,MRA1,14/11/2020 20:57,15/11/2020 05:17,Accidental,Adverso,Condiciones Climaticas Adversas,Zeballos Cué,0 days 08:20:00,30000
2,MRA1,14/11/2020 20:57,15/11/2020 05:17,Accidental,Adverso,Condiciones Climaticas Adversas,San Blas,0 days 08:20:00,30000
