,PRIMARIO,FUERA DE SERVICIO,REPOSICION,TIPO DE EVENTO,ESTADO DEL CLIMA,OBSERVACION,BARRIO,DURACION,DURACION SEGS
1,SMI3,27/11/2020 07:34,27/11/2020 07:54,Accidental,Adverso,Condiciones Climáticas Adversas.,Ciudad Nueva,0 days 00:20:00,1200
0,SMI4,14/11/2020 21:26,15/11/2020 01:11,Accidental,Adverso,Tramo Subterráneo Averiado. Primer tramo.Transferencia Total sobre SMI-9 y BPA-5Transferencia Parcial sobre SMI-2,Mcal. Francisco S. López,0 days 03:45:00,13500
0,SMI5,6/11/2020 12:28,6/11/2020 12:31,Accidental,Normal,Inconvenientes al efectuar maniobras.,Las Mercedes,0 days 00:03:00,180
1,SMI5,6/11/2020 12:28,6/11/2020 12:31,Accidental,Normal,Inconvenientes al efectuar maniobras.,Ciudad Nueva,0 days 00:03:00,180
0,SMI9,25/11/2020 13:52,25/11/2020 14:47,Accidental,Normal,No establecido.,San Felipe,0 days 00:55:00,3300
1,SMI9,25/11/2020 13:52,25/11/2020 14:47,Accidental,Normal,No establecido.,Jara,0 days 00:55:00,3300
0,VAU1,14/11/2020 20:50,14/11/2020 22:50,Accidental,Adverso,Condiciones Climaticas Adversas,Los Laureles,0 days 02:00:00,7200
1,VAU1,14/11/2020 20:50,14/11/2020 22:50,Accidental,Adverso,Condiciones Climaticas Adversas,Mcal. Estigarribia,0 days 02:00:00,7200
2,VAU1,14/11/2020 20:50,14/11/2020 22:50,Accidental,Adverso,Condiciones Climaticas Adversas,Hipódromo,0 days 02:00:00,7200
3,VAU1,14/11/2020 20:50,14/11/2020 22:50,Accidental,Adverso,Condiciones Climaticas Adversas,Tembetary,0 days 02:00:00,7200
0,VAU1,14/11/2020 21:12,14/11/2020 22:24,Accidental,Adverso,Condiciones Climaticas Adversas,Los Laureles,0 days 01:12:00,4320
1,VAU1,14/11/2020 21:12,14/11/2020 22:24,Accidental,Adverso,Condiciones Climaticas Adversas,Mcal. Estigarribia,0 days 01:12:00,4320
2,VAU1,14/11/2020 21:12,14/11/2020 22:24,Accidental,Adverso,Condiciones Climaticas Adversas,Hipódromo,0 days 01:12:00,4320
3,VAU1,14/11/2020 21:12,14/11/2020 22:24,Accidental,Adverso,Condiciones Climaticas Adversas,Tembetary,0 days 01:12:00,4320
0,VAU1,15/11/2020 01:22,15/11/2020 04:53,Accidental,Adverso,Condiciones Climáticas Adversas.,Los Laureles,0 days 03:31:00,12660
1,VAU1,15/11/2020 01:22,15/11/2020 04:53,Accidental,Adverso,Condiciones Climáticas Adversas.,Mcal. Estigarribia,0 days 03:31:00,12660
2,VAU1,15/11/2020 01:22,15/11/2020 04:53,Accidental,Adverso,Condiciones Climáticas Adversas.,Hipódromo,0 days 03:31:00,12660
3,VAU1,15/11/2020 01:22,15/11/2020 04:53,Accidental,Adverso,Condiciones Climáticas Adversas.,Tembetary,0 days 03:31:00,12660
0,VAU1,15/11/2020 04:55,15/11/2020 06:55,Accidental,Adverso,Condiciones Climaticas Adversas,Los Laureles,0 days 02:00:00,7200
1,VAU1,15/11/2020 04:55,15/11/2020 06:55,Accidental,Adverso,Condiciones Climaticas Adversas,Mcal. Estigarribia,0 days 02:00:00,7200
2,VAU1,15/11/2020 04:55,15/11/2020 06:55,Accidental,Adverso,Condiciones Climaticas Adversas,Hipódromo,0 days 02:00:00,7200
3,VAU1,15/11/2020 04:55,15/11/2020 06:55,Accidental,Adverso,Condiciones Climaticas Adversas,Tembetary,0 days 02:00:00,7200
0,VAU1,20/11/2020 23:00,20/11/2020 23:10,Accidental,Normal,Abierto interruptor para aislar línea MT autoprotegidaincendiada. Manuel Blinder y Carlos Arguello.,Los Laureles,0 days 00:10:00,600
1,VAU1,20/11/2020 23:00,20/11/2020 23:10,Accidental,Normal,Abierto interruptor para aislar línea MT autoprotegidaincendiada. Manuel Blinder y Carlos Arguello.,Mcal. Estigarribia,0 days 00:10:00,600
2,VAU1,20/11/2020 23:00,20/11/2020 23:10,Accidental,Normal,Abierto interruptor para aislar línea MT autoprotegidaincendiada. Manuel Blinder y Carlos Arguello.,Hipódromo,0 days 00:10:00,600
3,VAU1,20/11/2020 23:00,20/11/2020 23:10,Accidental,Normal,Abierto interruptor para aislar línea MT autoprotegidaincendiada. Manuel Blinder y Carlos Arguello.,Tembetary,0 days 00:10:00,600
0,VAU1,26/11/2020 06:17,26/11/2020 09:24,Accidental,Adverso,Condiciones Climáticas Adversas.,Los Laureles,0 days 03:07:00,11220
1,VAU1,26/11/2020 06:17,26/11/2020 09:24,Accidental,Adverso,Condiciones Climáticas Adversas.,Mcal. Estigarribia,0 days 03:07:00,11220
2,VAU1,26/11/2020 06:17,26/11/2020 09:24,Accidental,Adverso,Condiciones Climáticas Adversas.,Hipódromo,0 days 03:07:00,11220
3,VAU1,26/11/2020 06:17,26/11/2020 09:24,Accidental,Adverso,Condiciones Climáticas Adversas.,Tembetary,0 days 03:07:00,11220
0,VAU1,26/11/2020 07:28,26/11/2020 09:28,Accidental,Adverso,Condiciones Climáticas Adversas.,Los Laureles,0 days 02:00:00,7200
1,VAU1,26/11/2020 07:28,26/11/2020 09:28,Accidental,Adverso,Condiciones Climáticas Adversas.,Mcal. Estigarribia,0 days 02:00:00,7200
2,VAU1,26/11/2020 07:28,26/11/2020 09:28,Accidental,Adverso,Condiciones Climáticas Adversas.,Hipódromo,0 days 02:00:00,7200
3,VAU1,26/11/2020 07:28,26/11/2020 09:28,Accidental,Adverso,Condiciones Climáticas Adversas.,Tembetary,0 days 02:00:00,7200
0,VAU12,15/11/2020 15:23,15/11/2020 17:23,Accidental,Adverso,Condiciones Climáticas Adversas.,Mcal. Estigarribia,0 days 02:00:00,7200
0,VAU12,30/11/2020 02:43,30/11/2020 04:43,Accidental,Normal,No establecido.,Mcal. Estigarribia,0 days 02:00:00,7200
0,VAU14,14/11/2020 20:53,14/11/2020 22:53,Accidental,Adverso,Condiciones Climaticas Adversas,Villa Aurelia,0 days 02:00:00,7200
1,VAU14,14/11/2020 20:53,14/11/2020 22:53,Accidental,Adverso,Condiciones Climaticas Adversas,Los Laureles,0 days 02:00:00,7200
2,VAU14,14/11/2020 20:53,14/11/2020 22:53,Accidental,Adverso,Condiciones Climaticas Adversas,Hipódromo,0 days 02:00:00,7200
0,VAU14,25/11/2020 09:17,25/11/2020 10:47,Accidental,Normal,Puente MT suelto y fusible de línea operado. R.I 2Ytororó y Eusebio Ayala.,Villa Aurelia,0 days 01:30:00,5400
1,VAU14,25/11/2020 09:17,25/11/2020 10:47,Accidental,Normal,Puente MT suelto y fusible de línea operado. R.I 2Ytororó y Eusebio Ayala.,Los Laureles,0 days 01:30:00,5400
2,VAU14,25/11/2020 09:17,25/11/2020 10:47,Accidental,Normal,Puente MT suelto y fusible de línea operado. R.I 2Ytororó y Eusebio Ayala.,Hipódromo,0 days 01:30:00,5400
0,VAU3,9/11/2020 23:03,10/11/2020 01:03,Accidental,Normal,No establecido.,Villa Aurelia,0 days 02:00:00,7200
1,VAU3,9/11/2020 23:03,10/11/2020 01:03,Accidental,Normal,No establecido.,San Pablo,0 days 02:00:00,7200
0,VAU3,14/11/2020 20:52,14/11/2020 22:49,Accidental,Adverso,Condiciones Climaticas Adversas,Villa Aurelia,0 days 01:57:00,7020
1,VAU3,14/11/2020 20:52,14/11/2020 22:49,Accidental,Adverso,Condiciones Climaticas Adversas,San Pablo,0 days 01:57:00,7020
0,VAU3,14/11/2020 23:12,14/11/2020 23:21,Accidental,Adverso,Condiciones Climaticas Adversas,Villa Aurelia,0 days 00:09:00,540
1,VAU3,14/11/2020 23:12,14/11/2020 23:21,Accidental,Adverso,Condiciones Climaticas Adversas,San Pablo,0 days 00:09:00,540
0,VAU3,14/11/2020 23:14,15/11/2020 05:33,Accidental,Adverso,Condiciones Climáticas Adversas. En servicio parcial.,Villa Aurelia,0 days 06:19:00,22740
1,VAU3,14/11/2020 23:14,15/11/2020 05:33,Accidental,Adverso,Condiciones Climáticas Adversas. En servicio parcial.,San Pablo,0 days 06:19:00,22740
0,VAU3,15/11/2020 08:32,15/11/2020 08:49,Accidental,Adverso,Condiciones Climáticas Adversas. En servicio total.,Villa Aurelia,0 days 00:17:00,1020
1,VAU3,15/11/2020 08:32,15/11/2020 08:49,Accidental,Adverso,Condiciones Climáticas Adversas. En servicio total.,San Pablo,0 days 00:17:00,1020
0,VAU4,14/11/2020 20:53,14/11/2020 22:53,Accidental,Adverso,Condiciones Climaticas Adversas,Los Laureles,0 days 02:00:00,7200
1,VAU4,14/11/2020 20:53,14/11/2020 22:53,Accidental,Adverso,Condiciones Climaticas Adversas,Nazareth,0 days 02:00:00,7200
2,VAU4,14/11/2020 20:53,14/11/2020 22:53,Accidental,Adverso,Condiciones Climaticas Adversas,Recoleta,0 days 02:00:00,7200
3,VAU4,14/11/2020 20:53,14/11/2020 22:53,Accidental,Adverso,Condiciones Climaticas Adversas,Tembetary,0 days 02:00:00,7200
0,VAU4,23/11/2020 10:03,23/11/2020 12:03,Accidental,Normal,No establecido.,Los Laureles,0 days 02:00:00,7200
1,VAU4,23/11/2020 10:03,23/11/2020 12:03,Accidental,Normal,No establecido.,Nazareth,0 days 02:00:00,7200
2,VAU4,23/11/2020 10:03,23/11/2020 12:03,Accidental,Normal,No establecido.,Recoleta,0 days 02:00:00,7200
3,VAU4,23/11/2020 10:03,23/11/2020 12:03,Accidental,Normal,No establecido.,Tembetary,0 days 02:00:00,7200
0,VAU5,14/11/2020 20:57,14/11/2020 22:22,Accidental,Adverso,Condiciones Climaticas Adversas,Hipódromo,0 days 01:25:00,5100
1,VAU5,14/11/2020 20:57,14/11/2020 22:22,Accidental,Adverso,Condiciones Climaticas Adversas,Mcal. Estigarribia,0 days 01:25:00,5100
2,VAU5,14/11/2020 20:57,14/11/2020 22:22,Accidental,Adverso,Condiciones Climaticas Adversas,Villa Aurelia,0 days 01:25:00,5100
0,VAU5,25/11/2020 13:34,25/11/2020 14:40,Accidental,Normal,Línea MT a baja altura. La Victoria y Samu ´u.,Hipódromo,0 days 01:06:00,3960
1,VAU5,25/11/2020 13:34,25/11/2020 14:40,Accidental,Normal,Línea MT a baja altura. La Victoria y Samu ´u.,Mcal. Estigarribia,0 days 01:06:00,3960
2,VAU5,25/11/2020 13:34,25/11/2020 14:40,Accidental,Normal,Línea MT a baja altura. La Victoria y Samu ´u.,Villa Aurelia,0 days 01:06:00,3960
0,VAU5,25/11/2020 15:41,25/11/2020 16:05,Accidental,Normal,No establecido.,Hipódromo,0 days 00:24:00,1440
1,VAU5,25/11/2020 15:41,25/11/2020 16:05,Accidental,Normal,No establecido.,Mcal. Estigarribia,0 days 00:24:00,1440
2,VAU5,25/11/2020 15:41,25/11/2020 16:05,Accidental,Normal,No establecido.,Villa Aurelia,0 days 00:24:00,1440
0,VAU5,30/11/2020 04:03,30/11/2020 04:56,Accidental,Normal,No establecido.,Hipódromo,0 days 00:53:00,3180
1,VAU5,30/11/2020 04:03,30/11/2020 04:56,Accidental,Normal,No establecido.,Mcal. Estigarribia,0 days 00:53:00,3180
2,VAU5,30/11/2020 04:03,30/11/2020 04:56,Accidental,Normal,No establecido.,Villa Aurelia,0 days 00:53:00,3180
0,VAU8,14/11/2020 21:19,14/11/2020 22:25,Accidental,Adverso,Condiciones Climaticas Adversas,Villa Aurelia,0 days 01:06:00,3960
0,VAU8,14/11/2020 23:12,14/11/2020 23:25,Accidental,Adverso,Condiciones Climaticas Adversas,Villa Aurelia,0 days 00:13:00,780
0,VAU8,16/11/2020 09:53,16/11/2020 10:08,Accidental,Normal,Abierto interruptor para efectuar reparación depuente MT suelto. Machain y P. Villamayor.,Villa Aurelia,0 days 00:15:00,900
0,VAU8,26/11/2020 06:23,26/11/2020 08:54,Accidental,Adverso,1- Cruceta MT rota. Músicos e/ Aguirre y MadameLynch. 2- Puente MT suelto. F2 Aguirre y Cirilo Gill.,Villa Aurelia,0 days 02:31:00,9060
